3200,785,6967944
365,6682,385,6750,409,7023,593,6682,646,6478,657,6546,781,7296,1106,7364,1411,6409,1515,4155,1593,7091,1749,7364,1882,6341,1885,6750,2058,6341,2327,6546,2840,6409,
303,1975,629,1896,672,1876,945,1915,986,2133,1103,1935,1303,2054,1500,1876,1956,1994,1958,1915,2015,1836,2098,2152,2266,1994,2309,2014,2426,1896,2788,1797,3061,1836,
448,15575,501,8590,513,6540,635,17607,698,16591,707,5658,909,16252,1373,9523,1687,15914,1876,10678,1952,7916,2008,17945,2364,16591,2555,16422,2620,1785,2865,17776,3021,2897,
41,6299,80,48596,124,50180,309,57575,452,54406,802,52293,1188,49652,1275,44656,1385,49652,1467,50709,1619,50709,1938,55991,1964,51818,1998,52658,2171,57575,2609,27710,2953,50709,
25,7368,808,14527,1089,11093,1433,28781,1444,45809,1471,17733,1914,7642,2030,10839,2218,48952,2467,44911,2487,19807,2513,32407,2522,32179,2566,42059,2775,18891,2786,48503,3122,20485,
181,18768,206,18067,547,17891,798,18944,1320,16663,1574,16663,1626,15016,1795,12903,1984,17014,2187,18067,2529,18067,2543,17716,2636,16313,2689,15141,2771,17365,3007,18768,3114,16313,
57,3109,151,3392,341,3141,536,2889,709,3172,719,2889,741,2858,964,3203,1016,2889,1294,3266,1730,1771,1903,947,2355,3141,2452,3141,2693,2826,2851,3141,3075,1663,
45,9708,49,8968,346,1060,562,5892,726,8691,736,9800,1113,4411,1544,2601,1716,8413,1780,7383,1811,9708,1826,9430,2088,3171,2132,9246,2140,7539,2944,8783,2951,7027,
454,4232,629,4779,672,4233,680,4552,986,4688,1103,4334,1303,4870,1570,4096,1956,3219,2169,4688,2234,4460,2266,4369,2426,4779,2527,4045,2565,4688,2674,4187,2788,2492,
20,7368,658,6748,665,6954,673,6541,808,7299,955,6472,1089,6817,1433,6817,1444,6610,1471,7230,1881,6266,2030,6403,2106,5194,2467,6954,2522,7023,2566,7299,3122,6610,
174,75547,220,23524,875,80421,1048,53050,1110,77172,1181,47281,1324,21362,1830,83671,1863,55579,2219,44513,2313,57519,2326,59406,2433,18874,2495,64254,2580,86920,2782,66602,3168,50896,
115,23428,157,21429,316,21198,669,23272,854,24885,1268,22350,1523,23963,1601,23042,1708,23042,1894,21429,1902,24194,2067,24194,2164,21198,2401,23502,2617,24194,2723,20737,3072,24194,
299,317073,598,671599,795,726424,947,258350,1292,685306,1378,237264,2023,59240,2123,651040,2157,637334,2206,664746,2253,182868,2337,483585,2562,372009,2663,144673,2686,206874,2793,41931,2887,34662,
285,15860,294,16536,430,17584,517,16895,648,8765,708,18274,1051,17240,1641,18102,1728,18102,1886,17412,2232,18274,2441,17929,2598,7657,2650,16722,2870,18102,2925,18791,3143,17067,
180,7874,244,8848,732,7630,774,8199,969,7712,1242,7630,1272,8118,1535,7549,2070,7416,2100,8686,2119,8605,2314,8118,2605,7955,2785,4989,2979,8036,3109,7955,3132,8036,
159,15972,314,19533,474,15110,855,169958,882,7392,1042,22716,1266,19019,1316,39993,1804,4851,1918,16414,2200,11193,2277,7338,2509,173135,2561,7887,2823,15772,2881,91294,3059,9988,
223,244822,603,268100,1045,139391,1115,498667,1170,45049,1203,239929,1656,93294,1798,150420,1861,488278,1928,105152,2086,377456,2281,561000,2960,538796,2991,121546,3094,427899,3105,555806,3169,404523,
204,1609,264,1505,322,1580,378,1520,464,1580,878,1520,961,1270,1017,1474,1074,1489,1285,1520,1355,1625,1541,1414,1660,1444,1814,1369,2107,1429,2230,1229,3066,775,
47,18761,247,18582,289,19297,579,18046,618,16438,909,18761,912,16473,1245,17510,1373,10183,1655,12649,1661,19297,1978,16081,2037,19118,2308,19297,2620,1717,2653,16795,2995,15196,
224,37142,280,50506,436,37953,606,82440,762,30109,915,79250,1001,40001,1057,97924,1101,31314,1348,22024,1596,94007,1693,69603,1767,48544,2231,38928,2270,98903,2612,100861,3157,28659,
256,2008,740,2412,780,4442,1274,2990,1318,2425,1577,2704,1617,2632,2016,2674,2192,3031,2288,2780,2366,2563,2379,2443,2468,5727,2514,1575,2729,1425,2909,6250,3008,7584,
165,653293,309,147772,452,502121,666,280518,785,634266,1140,634266,1188,357900,1215,563323,1298,608895,1418,359182,1437,137333,1442,621580,1489,491201,2269,579949,2282,678664,2613,326678,2615,570839,
62,22810,397,29395,697,32426,814,27880,870,13932,1232,28486,1408,28486,1520,27577,1792,13848,2048,13642,2353,32123,2486,14904,2547,15142,2650,33032,2692,30001,2769,28789,3095,15892,
904,69937,1194,14000,1249,31547,1251,5202,1307,30234,1430,67994,1547,60871,1909,14241,2271,31142,2342,13766,2438,60224,2453,26231,2457,24245,2489,7528,2510,30934,2538,36058,2976,61160,
77,50776,85,99074,112,15753,205,34817,271,15062,277,104846,344,8284,789,89455,831,22798,1098,32514,1229,34431,1238,32203,1365,15205,1416,16920,2304,7783,2797,47109,2808,65644,
19,6299,124,6170,315,5785,401,5849,548,5913,1008,6813,1045,6299,1126,6942,1186,6492,1275,5785,1467,6492,1586,6170,1591,6235,1619,6556,1998,6556,2609,6685,2681,6620,
227,27559,299,26715,592,28965,613,3142,815,28403,1178,25872,1313,18806,1361,25591,1495,13372,2021,26434,2206,25591,2630,29809,2642,25872,2663,28122,2686,30090,2952,30371,3154,20776,
275,10787,283,15228,337,49248,627,7946,1007,26140,1046,49636,1055,29512,1092,15917,1413,3140,1527,18731,1695,48253,2174,6431,2324,9078,2397,28397,2404,13455,2849,45268,3124,53725,
118,17993,334,20219,359,10304,878,6134,974,3310,978,18364,1104,1608,1285,3979,1832,17437,1923,8510,1944,17066,2107,3726,2257,17993,2315,10536,2402,17993,2706,19848,2827,9405,
23,9708,49,9205,382,4265,506,26158,678,13403,726,12432,1010,36592,1381,3897,1780,8152,1811,36594,2088,3232,2140,8412,2444,10385,2748,9549,2944,42222,2951,7448,3115,16104,
65,15096,446,16719,499,14920,849,16233,1257,15746,1305,14609,1345,12042,1426,6048,1462,8034,1607,14518,1782,12331,2046,13022,2141,17531,2268,15908,2301,17206,2683,14609,2721,10570,
15,57665,34,18761,63,120486,289,88623,590,199843,618,24837,981,222274,1014,16851,1245,100957,1536,185569,1655,13483,1661,82092,2001,214118,2092,24838,2221,16618,2643,107632,2682,127317,
467,5336,608,5336,727,4874,746,3898,1002,5592,1192,4874,1333,4669,1375,4874,1579,2279,2007,4669,2248,5336,2591,5438,2670,3626,2823,5592,3016,4874,3059,5028,3133,4823,
23,8968,45,9205,382,4223,506,9948,562,5668,726,8740,778,6558,1010,8554,1716,9762,1780,7306,1811,9762,1826,8833,2088,3017,2140,7618,2554,1947,2944,8647,2951,6324,
73,8027,444,13063,494,20522,516,4625,718,14157,956,11219,1129,6615,1438,10467,1827,8718,1959,10459,1977,11168,2236,17504,2534,24047,2868,5837,2933,10163,3039,6533,3190,28184,
238,28267,242,20074,302,28267,525,27444,531,10269,551,24866,1195,29639,1265,8861,1276,26895,1358,10785,1615,26620,1753,28541,2258,17252,2318,16825,2336,29315,2665,13841,3145,27992,
189,26026,352,25890,396,26707,465,21787,492,24800,507,28070,728,16959,1177,17096,1645,29705,1702,26162,1733,13127,1976,26980,2291,23467,2351,7943,2718,22748,3022,24800,3073,28070,
299,45117,379,45117,613,3078,731,5153,756,26369,1313,20807,1361,48406,1376,43707,1402,45587,2023,44177,2156,3889,2206,44647,2253,43707,2616,1057,2793,46489,2810,13633,2887,36186,
386,11062,432,15085,735,3522,761,15416,869,17240,1059,16908,1105,18068,1673,17240,1917,16742,1936,16577,2080,17405,2131,15913,2276,16079,2307,15085,2582,12922,2949,10404,3126,16411,
58,14988,126,22967,130,11868,150,8992,232,22720,461,25436,542,22473,545,24942,564,16439,591,24449,968,26424,1199,15983,1243,25930,1247,24449,2407,23955,2889,6026,3195,10311,
358,74351,479,74351,1154,83743,1370,79047,1390,70522,1422,79830,1696,42889,1875,79047,2005,59215,2145,40946,2189,71420,2344,35338,2423,81395,2731,75917,2794,83743,2867,79830,2987,77482,
22,3109,151,5085,424,9925,426,2608,536,7239,709,10021,719,9154,741,10310,964,9443,1212,2279,1730,1917,1850,9325,1903,957,2355,9443,2420,948,2452,5234,3075,1696,
55,14988,130,12480,150,8625,232,12628,461,14988,542,14849,545,13184,1199,13184,1243,14710,1532,12767,1887,15127,1949,13184,2368,14849,2536,14571,2843,12906,2860,14710,3055,13461,
142,17392,207,25740,508,25997,538,23680,684,9551,760,24195,868,26769,1028,6373,1356,27541,1554,28056,1639,6764,1761,24519,1770,15242,2388,27027,2664,21932,2958,25997,3092,25740,
132,12089,226,10167,519,17229,685,21683,714,22837,848,21683,1492,14184,1955,22837,2014,12720,2057,23529,2311,14274,2377,23298,2485,14021,2594,18852,2703,19344,2722,22606,2834,21914,
104,41619,190,93949,320,7730,414,89432,684,11355,868,54050,921,2464,1028,5821,1214,8572,1841,82205,1860,26634,1900,91239,1966,40809,2481,97562,2585,9973,2637,14281,3131,84915,
38,22810,499,14505,814,21021,1232,22139,1256,16701,1345,12042,1353,22361,1408,23033,2113,21468,2137,21578,2268,15191,2486,15898,2547,13658,2683,24152,2721,10376,2778,23704,3095,15056,
15,57665,47,120486,188,119162,230,117158,289,84362,590,124458,940,27916,981,133727,1117,43548,1237,103161,1397,124458,1474,11834,1536,129754,2001,139023,2076,132403,2643,100172,2682,123497,
11,87814,368,183144,415,282199,737,270317,997,29949,1038,151122,1138,249877,1343,279228,1612,279228,1638,323786,2138,222602,2197,294081,2471,93782,2638,314875,2644,36720,2648,305963,2787,70645,
46,15096,376,23467,387,35493,499,14643,1159,40380,1256,17768,1305,16257,1353,20368,1426,7191,1462,8118,1524,41803,2683,35611,2712,15451,2721,9019,2778,27093,2886,41803,2905,40405,
4,34473,390,16654,677,87784,805,17225,886,12151,1736,16079,1755,5484,1926,14788,2161,35569,2223,4982,2302,51984,2460,97918,2512,17458,2986,6719,3050,26042,3087,71423,3198,57843,
375,15067,962,39315,1035,38580,1174,38212,1396,25765,1443,21891,1488,24747,1571,34905,1899,23643,2090,22806,2243,38212,2312,34170,2416,23134,2696,23589,2962,12670,3106,36743,3150,36008,
257,25345,331,26851,488,18447,1003,2589,1310,24342,1486,26600,1756,12707,1799,3441,2097,4649,2224,24844,2265,7930,2439,25345,2477,18044,2906,25847,2927,26851,2992,3538,3042,22585,
164,5872,202,5163,214,6243,264,3017,378,1686,750,5811,825,6676,1069,3692,1074,3148,1216,1908,1509,3493,2422,6243,2772,910,2820,5872,2877,5572,2965,6058,3151,1729,
416,14008,574,12809,1054,1878,1096,13566,1108,14598,1147,4706,1218,3992,1453,14451,1478,13713,1599,7359,1712,851,1732,14008,2155,2833,2461,10317,2537,9132,2578,733,2819,13713,
76,2341,100,5324,589,2339,670,14969,778,6558,819,7884,960,928,1039,11933,1239,2092,2498,5638,2554,1985,2557,1218,2892,6231,3032,6337,3136,4401,3172,4508,3194,13666,
93,6707,425,15088,437,13704,599,12458,1570,4979,1631,14535,1734,6318,1739,12597,1812,10005,1822,14396,1898,13289,1981,14950,2044,13012,2181,13704,2188,13843,2234,8434,2338,12735,
50,8027,399,8463,456,9248,494,8463,956,8114,1129,6226,1193,8201,1726,8812,1827,8812,1959,8114,1977,8637,2060,6397,2236,8812,2844,8550,2868,5719,2933,8550,3190,8812,
10,12763,193,22319,345,23728,793,21144,1387,9852,1423,24433,1640,23963,2124,21365,2147,9235,2241,22084,2733,25373,2736,14587,2894,23963,2916,25138,3078,21967,3085,25138,3111,7927,
172,13473,360,31086,373,10874,510,45461,948,16311,1226,15621,1255,47482,1648,13266,1694,18042,1781,27386,2018,48997,2146,45966,2589,6118,2633,46471,2652,17820,3034,31302,3077,32680,
71,2341,562,1994,643,2298,670,2341,726,2319,960,804,1039,2319,1239,1926,1716,2081,1826,2168,2498,2319,2518,2276,2554,1720,2560,2059,2944,1972,2967,2319,3136,1972,
40,50776,112,15588,205,39459,271,16208,344,8119,789,50776,831,25466,1098,31508,1229,29796,1238,29796,1365,17908,1416,16423,1715,8287,2304,7355,2465,28816,2797,47998,2808,60367,
293,2015,505,4620,570,4468,832,4620,1588,4117,1907,3857,2043,4346,2252,4254,2387,2297,2462,4666,2701,2042,2804,4803,2850,4346,2861,3353,2938,1781,2942,4346,3028,3103,
464,2419,521,6269,610,6329,1005,5855,1027,6151,1065,4894,1139,5323,1355,5441,1404,5737,1660,6210,1930,3314,2135,6329,2215,6210,2458,6092,3054,5678,3066,783,3193,5560,
19,48596,165,56795,309,58516,452,60811,666,59090,802,51632,1188,60811,1275,46824,1385,59090,1437,51632,1467,58516,1489,52205,1619,52779,1938,57942,2171,61384,2609,27427,2953,53353,
362,15437,402,16466,576,14496,743,15609,874,18525,1225,16638,1278,8208,1280,15780,1449,18696,1633,17153,1808,18696,2184,13364,2354,10448,2837,16466,2871,15780,2954,16123,3185,18182,
235,9435,899,9128,980,13484,989,13484,998,12464,1025,8757,1083,8397,1134,14165,1160,5141,1208,4276,1253,13484,1498,13757,2047,12803,2577,14029,2826,14438,2838,12667,3023,13757,
196,14358,200,14664,471,12592,681,8145,702,17015,895,6404,1040,12980,1079,5852,1121,27570,1729,17818,1962,28169,2247,8073,2350,13475,2474,14635,2595,29668,2740,6640,2956,31166,
101,5383,221,5442,839,6330,1145,5856,1651,5442,1768,5324,1987,5679,2129,6093,2175,5620,2424,5738,2511,5975,2563,5620,2673,6034,2694,5383,2888,5620,3119,6034,3179,5620,
40,99074,112,15753,169,111076,205,37525,277,207820,609,75145,789,125677,941,185887,1229,35093,1283,30676,1466,16339,2287,75328,2358,65526,2367,22384,2525,178346,2797,47109,3005,214054,
12,56355,392,116052,851,143559,862,56761,871,20565,1086,33734,1185,49538,1231,36518,1517,28643,1590,146466,1784,58954,1867,34621,2134,72801,2225,31078,2374,42907,2833,28564,2917,30458,
3,43499,106,45156,243,37285,250,42256,440,41428,541,43499,637,41428,818,25675,826,39356,897,43085,906,39356,1125,43913,1350,39356,1806,44327,2186,41428,2571,22162,2634,37285,
290,49429,402,23496,743,24939,772,42798,777,10385,1633,30616,1872,39502,1897,28164,1980,46037,2077,28130,2082,46037,2184,15888,2208,48944,2466,50398,2501,47006,3175,46521,3185,34044,
103,63755,142,16870,215,126370,285,40030,422,70960,430,34885,538,43547,708,35305,1000,14820,1356,125688,1968,85234,2388,53913,2570,142539,2925,52675,2958,67901,2984,123554,3043,288297,
273,10663,447,31454,465,20675,522,28159,907,27260,1270,21060,1293,25505,1542,29657,1647,15859,1702,32353,2122,17829,2139,15652,2226,18570,2351,8379,2718,25023,2931,12551,3022,32653,
306,7596,461,10752,864,10752,1387,8551,1446,10549,1720,6436,1887,10651,1949,10042,2029,9941,2179,9231,2368,9129,2431,9105,2536,9738,2843,9129,3055,9535,3078,10549,3085,9129,
162,27576,529,31968,850,15034,859,31376,967,11629,1123,5864,1136,28416,1205,28561,1258,28712,1558,31672,2065,10107,2196,24722,2295,8551,2300,26640,2335,13017,2399,31376,2464,6193,
72,6707,179,3771,255,5058,427,6707,437,7102,822,3714,945,5075,1300,4236,1680,6576,1734,6198,1812,6839,1981,6707,2098,6312,2181,5984,2309,6970,2426,5984,2811,5984,
377,10615,496,11192,503,10500,730,12462,773,10731,782,11654,920,10731,1033,10500,1707,11769,1810,11423,2084,10846,2406,12346,2443,10962,2586,12000,2747,10500,2821,12231,2963,10385,
136,6396,234,7053,288,7476,403,7123,554,6488,1394,6559,1937,6982,2019,6418,2034,7194,2133,6770,2202,6982,2410,2901,2442,7546,2659,7687,2932,6911,3015,7476,3135,6770,
415,106688,583,39596,584,94834,784,106688,997,25512,1138,101749,1254,98786,1329,35226,1485,37999,1501,97798,1612,105701,1638,98786,1665,102737,1758,12497,2330,97798,2638,88907,2726,103725,
143,15972,478,14342,610,13279,933,3522,1065,4942,1119,3198,1383,13093,1436,1188,1929,4068,1961,58254,2135,33961,2215,8351,2458,16299,2671,1140,2946,10551,3148,136872,3177,7394,
216,266989,261,302941,297,12988,682,11098,929,583671,1115,601723,1565,146551,1796,438182,1878,201398,1892,41224,1989,631809,2212,643843,2256,85187,2428,595705,2473,137166,2898,569915,2982,23693,
180,12362,244,11363,253,13485,287,13485,316,12237,321,11862,732,11612,1149,11612,1535,11363,1828,11637,1848,11737,1925,13111,2031,12611,2142,13111,2207,11737,3013,11987,3109,11987,
71,5324,506,5483,562,5217,589,2502,670,4791,778,5004,1010,5749,1039,5483,1041,5430,1239,1947,2498,5483,2554,1909,2892,4791,2944,5377,2951,4951,3032,5270,3194,4898,
84,5383,755,4290,770,25382,839,15605,1472,3851,1651,21102,1768,15787,1864,36357,2424,12743,2511,19501,2563,8931,2673,6780,2714,38877,2888,17126,2919,18778,3119,28168,3179,11817,
270,21117,502,37749,566,14182,721,27183,866,49059,896,46229,921,2259,1085,42455,1165,19585,1209,17715,1522,6849,1860,25155,2484,20349,2585,10732,2637,15918,2699,41653,2717,24909,
89,63755,186,25909,215,75665,384,32293,800,37481,1000,17370,1227,31243,1460,36903,1629,13404,1637,25148,1968,74264,2165,21678,2245,41693,2388,51440,2809,20419,2973,35639,2984,70761,
61,41619,156,43721,190,43721,269,27578,414,40358,692,29857,771,44562,925,37836,1430,45823,1604,26266,1900,41619,1966,37836,1972,42460,2052,41199,2481,39097,3131,45403,3178,37836,
260,3858,443,3697,462,1839,696,5811,1274,3138,1617,2709,1623,3261,1698,3388,2016,2389,2192,3151,2216,5867,2284,3930,2468,5754,2737,4711,2757,3031,2977,5980,3138,4662,
87,45156,440,102888,541,313759,588,81253,637,60944,675,840978,683,182776,897,455069,1291,153257,1806,80162,1893,404500,2186,115448,2621,63583,2634,159622,2702,1214385,2761,150633,2900,278086,
254,8746,857,40021,1090,35597,1290,47926,1512,61600,1553,31557,1635,24497,1711,24698,1994,25524,2526,213218,2568,19756,2603,27072,2614,14302,2685,38997,2700,39847,2709,113169,2816,65045,
446,22763,473,19849,849,15149,994,31015,1257,29432,1782,12973,1942,22837,2046,12663,2047,32597,2141,18231,2301,33863,2345,32913,2524,31015,2656,18848,2863,9920,2884,30382,3003,11462,
334,16755,349,18394,667,17847,894,18940,1166,17665,1568,16755,1578,19668,1605,18576,1743,13135,1769,18576,1832,17119,2167,17866,2384,4639,2445,8235,2658,8346,3089,17847,3120,17483,
747,23187,840,200478,917,32964,1111,62638,1228,33158,1487,10183,1678,7112,1723,175418,1825,59552,2041,22201,2061,15167,2083,38209,2376,76926,2918,52857,2990,60537,3010,30646,3037,88387,
136,5330,403,36722,412,10385,459,6154,550,7150,578,7090,957,31222,1024,25097,1030,35377,1398,7081,2034,21136,2410,2873,2415,34337,2678,13419,2945,37111,3081,37805,3126,33296,
40,15753,77,15588,85,15753,205,15753,209,14056,271,17518,344,8694,1019,9822,1229,17080,1365,17743,1715,8563,2287,15588,2342,13180,2489,6920,2797,17412,2808,16748,2976,16417,
286,1831,480,1696,575,1612,724,751,766,1206,812,1192,958,1612,1858,1596,1974,1612,2006,1780,2020,1663,2144,1831,2260,1528,2716,1612,2911,1214,3104,676,3142,1057,
123,140801,305,50205,318,61834,638,57278,999,165806,1077,217410,1219,46293,1342,47708,1740,56086,1817,58067,2292,32094,2298,71372,2734,133843,2792,60055,2798,34155,2857,186142,2913,64392,
27,23428,157,20333,482,21217,669,20554,854,22765,1268,20996,1601,19891,1679,24091,1708,24091,1902,19891,2067,24091,2401,22544,2542,22544,2587,22323,2617,24091,2723,20112,3072,20112,
140,2893,706,3428,786,2224,835,1541,1468,3333,1628,1885,2068,2068,2078,831,2239,3270,2369,3239,2454,752,2478,3113,2541,3082,2743,774,2824,2924,3100,3082,3164,699,
308,26404,351,16534,362,25130,463,27198,515,11379,576,12666,874,23960,954,28004,1022,11113,1225,22783,1278,8726,1280,27822,1504,29302,2354,9081,2660,13376,2837,25702,2871,25430,
44,17993,549,59127,768,55579,1052,10176,1166,53805,1349,57353,1407,56170,1769,62674,1832,50158,1923,8239,1944,29235,2064,37283,2257,61492,2315,11719,2445,8150,2706,21493,2827,9315,
159,9504,292,8316,314,8499,523,9413,713,7723,867,8590,885,6360,905,9595,1142,8956,1250,9139,1266,8590,1316,8316,1347,7919,1905,5822,2277,7269,2815,6315,2924,9321,
1,32024,230,66373,347,26066,377,22683,496,13474,528,10928,730,31477,920,12817,928,55064,1474,12544,1843,6453,2182,65703,2221,16082,2406,72407,2643,65032,2682,66373,2752,23091,
365,56289,385,23789,646,20828,690,36243,1106,72272,1124,71372,1265,8949,1615,94383,1885,33179,2058,48836,2148,37051,2327,33522,2359,46128,2665,15239,2878,86293,3070,62578,3145,48080,
129,8728,177,8727,212,9202,229,8538,404,10340,1095,9771,1164,10245,1337,9676,1386,10340,1891,8538,2114,9012,2568,9771,2627,9961,2628,8633,2750,9392,2825,8822,3147,9297,
114,140801,305,49713,318,65619,638,61636,999,160916,1077,156274,1342,54738,1567,4497,1740,56086,1817,64519,1964,49419,2292,33076,2734,123345,2792,67008,2798,34526,2857,156274,2913,64392,
19,50180,41,6170,401,81723,594,68301,638,57278,930,49829,1176,19993,1186,58864,1275,40321,1284,47448,1467,216648,1619,188564,1889,78425,1896,96485,1964,49419,1998,48057,2609,30820,
14,39069,174,38280,860,41042,1128,36241,1132,23007,1312,37490,1406,13341,1569,33381,2219,37096,2313,36701,2326,35517,2433,20972,2631,39858,2704,41042,3018,36306,3031,42226,3127,40647,
55,22967,387,236231,411,30797,518,54142,542,31212,545,99462,591,27210,711,199047,968,238418,1184,22065,1247,66012,1388,19729,1518,31309,1524,234044,2553,18326,2575,4580,3130,236231,
2,16644,348,15811,568,16144,806,13183,991,17809,1327,16311,1341,10235,1491,18141,1616,17975,1801,14979,1845,16810,1915,14979,2085,16644,2450,15312,2623,16311,2777,15811,3184,16477,
12,54827,790,13012,851,54827,875,54827,1324,19225,1572,54827,1590,55872,1863,49606,2028,48039,2087,50650,2172,36245,2264,52739,2385,55350,2495,55872,2639,10863,2655,53783,2782,48039,
122,8728,177,9716,187,91222,212,24364,229,12547,381,22974,1095,67311,1100,75111,1386,32593,1464,8602,2114,10027,2628,23294,2695,99864,2750,91222,2825,10387,3045,17495,3147,24144,
55,11868,58,12480,461,12725,518,12236,542,11991,545,12236,641,11501,938,11257,968,11012,1199,11501,1706,12725,1834,10065,1949,11624,2431,9282,2536,11134,2575,4630,3055,11624,
233,16386,821,9510,901,9691,1026,3044,1071,8750,1080,15931,1336,11657,1455,7883,1657,14960,1731,15779,1990,13772,2012,8883,2310,15173,2417,16235,2504,14717,2922,15021,2980,15021,
60,12089,226,10379,503,10508,773,12089,782,11524,1033,10395,1492,12315,1594,12315,1810,10847,2014,11863,2057,11750,2084,11750,2485,11863,2594,11524,2705,10586,2834,11411,2963,10169,
650,13974,664,15324,992,17884,1072,18060,1157,10887,1371,14262,1632,18586,1838,10359,2013,17884,2191,12826,2520,19112,2559,16657,2576,10698,2856,17183,2880,17709,2999,13625,3060,19112,
164,5758,202,5669,214,6062,750,5940,825,5758,946,6486,965,2326,1216,1949,1447,3276,1452,3071,1681,4912,1774,5758,2043,5940,2267,4091,2422,6243,2820,6486,3151,1748,
758,16692,952,5441,1044,8451,1058,235127,1081,96324,1233,273051,1610,24009,1634,275579,1701,1310,2017,33032,2322,252825,2325,14249,2389,28722,2531,51417,2647,267994,2947,260409,3012,255353,
95,6396,111,5330,234,5330,288,6396,403,5508,578,6337,957,5863,1030,6159,1793,6041,2019,5686,2034,5508,2410,2678,2442,5804,2678,5330,2932,5389,3015,5389,3135,6041,
167,22794,501,7923,546,24033,847,10338,1068,27006,1226,14464,1260,22547,1261,25024,1369,19613,1548,27006,1686,15667,1776,21489,1912,11440,1935,9689,2059,22794,2101,13717,2961,25024,
302,35737,419,19689,511,32097,690,29781,1390,30442,1954,34082,1985,26698,2072,33090,2145,33420,2258,15299,2665,15099,2745,35406,2749,20141,2756,31766,3057,35406,3070,31435,3199,29781,
259,50033,327,57485,418,55963,469,6362,544,49501,633,13829,916,50565,1440,13428,1809,26015,2091,24949,2153,44746,2168,15302,2488,28519,2491,57485,2735,52162,2872,55888,3156,33694,
116,2893,175,8581,786,2161,835,1388,1034,9310,1049,3122,1513,2050,1713,2601,1766,9859,2369,3972,2475,6787,2478,4939,2541,9676,2743,856,3019,3264,3063,2284,3068,7857,
280,1981,319,1927,484,1872,720,1890,1167,1963,1175,1708,1596,1745,1654,1908,1693,1927,1703,1963,1767,1818,1823,1745,1857,1927,1941,1636,2049,1872,2259,1745,2649,1981,
59,17392,89,16870,207,16522,215,18783,538,18783,705,16696,760,18957,868,17565,1356,18435,1639,8192,1761,17913,2388,18957,2664,16174,2958,17392,2984,18957,3043,16696,3092,18957,
